JEE Main %,JEE Advanced %,Mock Avg %,School Board,HSC %,Attempts,Coaching,Study Hour Bin,Family Income,Parent Education,Location Type,Peer Pressure Level,Mental Health,Admission,Dropout
68.08,44.17,62.84,State,67.47,1,Self Study,Medium,Low,PG,Urban,Medium,Yes,No,1
71.22,65.04,60.09,State,70.89,2,Allen,Low,Low,Graduate,Semi-Urban,Medium,Yes,No,1
62.27,78.26,71.92,State,77.85,1,Self Study,Medium,High,SSLC,Rural,Low,Yes,Yes,0
71.11,68.72,74.06,CBSE,67.88,1,Local,Low,High,HSC,Urban,High,Yes,Yes,0
93.75109,41.54189,72.51679,CBSE,77.45769,1,FIITJEE,Low,Low,PG,Rural,High,No,No,1
82.70411,73.87183,72.74671,ICSE,78.12348,1,Local,Very High,Low,HSC,Semi-Urban,High,No,No,1
59.49252,65.86617,61.515305,CBSE,60.744133,1,Allen,High,Low,PG,Urban,High,No,No,1
89.0559,82.35689,75.210175,ICSE,82.405914,1,Allen,Medium,Low,Graduate,Rural,High,No,No,1
44.379387,80.86359,77.14221,CBSE,59.132084,1,Local,Very Low,High,PG,Rural,High,Yes,No,1
33.647285,61.975815,87.78368,CBSE,76.84054,1,FIITJEE,Medium,Low,HSC,Semi-Urban,High,No,No,1
74.8261,46.367947,73.58106,CBSE,79.504974,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
61.548084,51.21279,74.12809,CBSE,63.091396,1,FIITJEE,Low,High,HSC,Urban,High,No,No,1
67.86885,69.905754,81.979546,ICSE,61.026405,1,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
57.498024,83.653564,70.08923,CBSE,67.35494,2,Local,Medium,Low,Graduate,Semi-Urban,High,No,No,1
71.00663,69.40167,55.00696,ICSE,89.9095,1,Allen,Medium,Low,Graduate,Rural,High,Yes,No,1
70.445465,50.629356,62.45955,CBSE,55.95741,1,Allen,Low,Low,Graduate,Semi-Urban,Low,Yes,No,1
81.1002,75.64542,77.09049,CBSE,86.01541,1,FIITJEE,Low,Low,Graduate,Semi-Urban,High,No,No,1
89.24164,65.99751,65.09337,State,69.594025,1,Allen,Low,Low,PG,Semi-Urban,High,No,No,1
77.18255,78.40027,69.459366,CBSE,73.15116,1,Allen,High,Low,Graduate,Urban,Low,No,No,1
56.3551,60.645,75.89432,CBSE,69.642105,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
91.192764,44.45464,64.46663,ICSE,77.56582,1,Local,High,Low,Graduate,Semi-Urban,High,No,No,1
50.997902,41.534893,53.863976,ICSE,76.23969,1,FIITJEE,Low,Low,Graduate,Semi-Urban,High,No,No,1
79.37924,65.75845,81.18601,CBSE,97.157196,1,Local,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
82.33867,65.81321,98.053215,ICSE,73.55233,1,Allen,Medium,Low,HSC,Semi-Urban,Low,No,No,1
91.130844,93.82336,69.12812,CBSE,79.652054,1,Allen,Medium,Low,SSLC,Rural,Medium,No,No,1
89.410515,70.72484,43.91476,State,73.25401,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,No,No,1
49.52714,45.183205,59.95934,ICSE,75.556755,2,Local,High,Low,SSLC,Rural,Low,No,No,1
67.65747,78.049934,63.470444,CBSE,78.44098,1,Local,Medium,Low,PG,Rural,Low,No,No,1
60.10358,71.39843,79.23025,ICSE,66.05578,1,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
82.67949,44.153065,58.479618,CBSE,75.489876,1,FIITJEE,Very Low,High,SSLC,Urban,High,No,No,1
80.2118,57.566074,89.47659,CBSE,68.78278,1,Allen,Medium,Low,PG,Rural,Low,No,No,1
58.89234,70.3471,59.083553,CBSE,75.94113,1,FIITJEE,Low,Low,PG,Semi-Urban,High,Yes,No,1
57.75125,58.167763,71.02895,ICSE,70.720345,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
46.697903,80.82815,50.676888,CBSE,65.24154,1,Allen,Very High,Low,SSLC,Semi-Urban,Low,No,No,1
77.33524,60.19395,65.90308,ICSE,75.95851,1,Local,Very Low,Low,PG,Rural,High,Yes,No,1
57.000587,44.39797,71.57541,CBSE,91.89851,1,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
72.39233,70.41545,68.04646,ICSE,58.087265,1,Local,Medium,Low,HSC,Semi-Urban,High,Yes,No,1
72.4815,85.116646,68.94334,ICSE,84.56532,2,FIITJEE,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
89.75105,59.875694,65.00656,CBSE,80.52177,1,FIITJEE,High,Low,HSC,Semi-Urban,High,Yes,No,1
67.52307,52.386406,57.095364,CBSE,89.24994,1,Allen,Medium,Low,Graduate,Urban,Low,Yes,No,1
98.22566,49.450016,74.594475,CBSE,87.68106,1,FIITJEE,Low,Low,Graduate,Rural,High,No,No,1
79.36425,64.942314,92.60937,CBSE,75.57942,1,Allen,Very Low,Low,SSLC,Semi-Urban,High,No,No,1
54.76561,74.14911,73.14075,ICSE,86.31162,1,Local,Low,Low,PG,Semi-Urban,Low,No,No,1
90.4511,44.33636,64.02469,CBSE,80.12527,1,FIITJEE,High,Low,Graduate,Rural,High,Yes,No,1
51.24588,71.122215,77.12071,ICSE,64.83097,1,Allen,Low,Low,HSC,Urban,Low,No,No,1
54.93014,65.69615,66.258125,ICSE,70.27496,1,FIITJEE,Low,Low,PG,Rural,High,No,No,1
67.632545,73.65301,68.983444,ICSE,57.89025,1,FIITJEE,Medium,Low,HSC,Rural,Low,Yes,No,1
67.05793,51.59639,57.99885,CBSE,90.26927,1,Allen,Medium,Low,Graduate,Urban,Low,Yes,No,1
68.497696,69.23846,79.52602,ICSE,57.940353,1,FIITJEE,Medium,Low,SSLC,Semi-Urban,Low,No,No,1
54.814354,85.40923,64.42594,CBSE,75.98748,1,Self Study,Medium,Low,HSC,Rural,Medium,Yes,No,1
74.20969,61.688217,70.813995,ICSE,55.01613,2,FIITJEE,High,Low,SSLC,Rural,Low,No,No,1
44.841476,63.255814,84.949394,ICSE,74.71,1,FIITJEE,Medium,Low,Graduate,Rural,High,No,No,1
80.87646,75.37619,71.53804,ICSE,77.04722,1,Local,Very High,Low,HSC,Semi-Urban,High,No,No,1
75.89144,61.00446,59.924854,ICSE,93.36181,1,FIITJEE,Low,Low,HSC,Semi-Urban,Medium,Yes,No,1
85.22655,59.102997,59.634857,ICSE,81.38704,2,Local,Low,Low,PG,Rural,High,Yes,No,1
74.75592,61.009968,60.079197,CBSE,94.46425,1,Local,Low,Low,PG,Semi-Urban,Medium,Yes,No,1
79.91784,100.0,77.91183,ICSE,72.13281,2,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
76.09181,51.256588,79.62173,ICSE,72.207016,2,FIITJEE,Very Low,Low,PG,Rural,High,No,Yes,1
75.21278,63.935135,70.259094,CBSE,73.22623,1,FIITJEE,Medium,Low,HSC,Rural,Medium,No,No,1
77.07964,76.260086,69.526344,CBSE,69.97255,1,Allen,Medium,Low,Graduate,Semi-Urban,Low,Yes,No,1
79.46007,94.884285,75.39203,ICSE,85.277275,1,Local,Low,Low,HSC,Semi-Urban,High,No,No,1
31.851002,46.159058,60.23405,CBSE,74.60567,1,FIITJEE,Very Low,High,Graduate,Semi-Urban,High,No,No,1
77.2101,59.426174,84.50375,CBSE,57.242664,2,Allen,Low,Low,Graduate,Rural,High,No,No,1
68.06904,66.16606,90.949196,ICSE,76.17236,2,Allen,High,Low,Graduate,Semi-Urban,Medium,No,No,1
56.180496,78.69789,65.72136,CBSE,77.747406,2,Local,High,Low,PG,Rural,Low,Yes,No,1
89.16567,77.50866,79.57359,CBSE,89.484436,1,Local,Low,Low,PG,Urban,High,No,No,1
66.1309,73.04495,39.167248,CBSE,77.69406,2,Allen,Very Low,Low,HSC,Rural,Medium,No,No,1
54.80994,53.2855,73.64707,CBSE,75.34374,1,FIITJEE,Medium,Low,SSLC,Semi-Urban,Low,No,No,1
92.32498,67.96096,70.077934,CBSE,97.88828,1,Local,Low,Low,HSC,Urban,High,Yes,No,1
77.44965,61.569603,60.3035,CBSE,65.48515,1,FIITJEE,Medium,Low,PG,Rural,Low,No,No,1
63.117977,61.124607,73.9959,CBSE,85.50687,2,FIITJEE,Medium,Low,PG,Rural,High,No,No,1
97.92875,69.9745,63.36339,ICSE,73.07081,2,FIITJEE,Low,High,HSC,Rural,High,No,No,1
65.36339,59.77518,67.36217,CBSE,64.17362,1,FIITJEE,Low,High,HSC,Semi-Urban,Low,No,No,1
49.735004,97.98177,78.99862,State,89.65624,1,Local,Low,Low,HSC,Semi-Urban,High,No,No,1
52.90352,59.118923,57.468456,ICSE,89.700264,1,Allen,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
90.40071,77.52726,80.18204,ICSE,75.344894,1,Allen,Low,Low,HSC,Rural,Low,No,No,1
82.68706,95.49552,56.208656,State,77.56495,1,Self Study,Medium,Low,HSC,Urban,Low,No,No,1
88.9817,75.99779,66.18708,CBSE,80.553734,2,Allen,High,Low,HSC,Semi-Urban,Low,No,No,1
69.45904,36.51046,74.629326,State,67.037735,2,Self Study,Low,Low,SSLC,Semi-Urban,Medium,No,No,1
90.29139,54.27794,69.286316,ICSE,83.480835,1,Local,Medium,Low,PG,Rural,High,No,No,1
75.559265,74.23268,72.45442,ICSE,69.72372,1,Local,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
53.364162,48.22757,83.624855,ICSE,81.94775,1,Allen,Medium,Low,PG,Semi-Urban,Low,No,No,1
70.60485,68.386795,84.59475,CBSE,73.81623,2,Local,Low,High,HSC,Semi-Urban,High,Yes,No,1
39.72882,69.41529,78.38199,CBSE,76.487656,1,Local,Low,Low,HSC,Rural,High,No,No,1
52.597084,66.38148,65.079834,ICSE,92.24888,1,FIITJEE,Very Low,Low,SSLC,Rural,Low,No,No,1
56.40505,66.349594,66.44607,ICSE,69.42446,1,Allen,Low,Low,PG,Rural,High,No,No,1
60.99663,51.785355,73.91821,CBSE,64.66011,1,FIITJEE,Low,High,HSC,Semi-Urban,High,No,No,1
82.89766,62.104366,57.47542,CBSE,82.93277,1,FIITJEE,Medium,Low,PG,Semi-Urban,Low,Yes,No,1
59.269787,76.158714,63.624313,CBSE,80.32062,2,FIITJEE,High,Low,PG,Rural,Low,No,No,1
96.50221,71.131424,53.729618,CBSE,72.23743,2,FIITJEE,High,Low,PG,Rural,Low,No,No,1
72.60987,40.262802,73.863785,CBSE,83.66657,1,FIITJEE,Medium,Low,HSC,Semi-Urban,Medium,Yes,No,1
54.0248,57.526527,54.28483,ICSE,74.95656,2,Local,Medium,Low,HSC,Semi-Urban,Low,No,No,1
79.20699,63.226402,71.34976,CBSE,83.13396,1,Allen,Very Low,Low,PG,Semi-Urban,High,Yes,No,1
61.08652,56.279884,60.18714,ICSE,74.53055,2,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
72.453156,41.1227,73.76472,CBSE,63.054848,1,Local,Medium,Low,PG,Semi-Urban,Medium,No,No,1
56.07307,43.62411,63.33843,ICSE,77.16114,1,Self Study,Low,Low,HSC,Urban,High,No,No,1
89.63385,83.62884,66.55974,ICSE,80.17445,2,Local,High,Low,HSC,Semi-Urban,Low,No,No,1
57.646248,41.77998,70.948395,CBSE,83.77249,1,Local,High,Low,PG,Semi-Urban,High,No,No,1
79.090515,64.87875,69.649445,CBSE,89.75096,1,FIITJEE,High,Low,PG,Rural,High,Yes,No,1
57.89869,69.56073,68.84204,State,77.4625,1,Allen,Medium,Low,Graduate,Semi-Urban,High,No,No,1
88.561356,67.046455,69.67341,CBSE,93.78192,2,Local,Very Low,Mid,HSC,Rural,High,Yes,No,1
60.921734,44.779835,47.523273,CBSE,73.11195,1,Allen,Low,Low,HSC,Semi-Urban,Medium,No,No,1
64.14718,61.18354,64.48021,ICSE,70.29493,2,FIITJEE,Very Low,Low,PG,Rural,High,No,No,1
65.91906,96.11949,80.3547,ICSE,72.50812,1,Local,Medium,Low,HSC,Rural,Low,Yes,No,1
49.458904,41.517883,95.7967,CBSE,74.906425,1,FIITJEE,Low,Low,HSC,Rural,High,Yes,No,1
77.91581,63.493843,75.66967,ICSE,73.30518,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,High,No,No,1
83.54556,63.758972,56.47076,CBSE,74.82476,2,Local,Very Low,Low,HSC,Semi-Urban,High,No,No,1
85.55299,72.00782,82.03558,CBSE,86.82735,1,FIITJEE,Medium,Low,HSC,Semi-Urban,Low,No,No,1
66.42999,79.64611,76.679955,CBSE,66.70145,1,Allen,Medium,Low,PG,Semi-Urban,Medium,Yes,No,1
79.03612,48.92098,63.892254,ICSE,75.706566,1,Local,Low,Low,PG,Rural,High,No,No,1
37.99143,59.92309,72.14397,CBSE,59.54452,1,FIITJEE,Very Low,Low,Graduate,Rural,High,No,No,1
72.24988,69.88829,67.84464,CBSE,57.911545,1,Local,Medium,Low,HSC,Urban,High,Yes,No,1
78.54634,65.48603,74.87697,CBSE,73.60021,1,Allen,Low,Low,Graduate,Urban,High,Yes,No,1
100.0,61.433937,71.7782,CBSE,73.97298,2,Local,Medium,Low,PG,Semi-Urban,High,Yes,No,1
69.10402,87.600075,78.82809,ICSE,88.082085,1,Local,High,Low,PG,Rural,Low,Yes,No,1
65.88584,75.81167,74.65833,State,68.375015,1,FIITJEE,High,Low,HSC,Semi-Urban,Medium,No,No,1
75.55398,51.23665,76.056335,CBSE,78.23722,1,Allen,High,Low,HSC,Semi-Urban,Low,No,No,1
69.97807,85.03314,66.645836,ICSE,67.2146,2,FIITJEE,High,Low,SSLC,Semi-Urban,Low,No,No,1
96.02276,59.30172,68.57351,ICSE,74.01247,2,Allen,Very Low,Low,SSLC,Rural,High,Yes,No,1
81.51119,49.625137,65.283226,CBSE,50.29516,1,Local,Low,High,HSC,Rural,Low,Yes,No,1
93.81575,80.91535,44.01455,CBSE,71.32682,1,Local,Low,Low,SSLC,Rural,High,No,No,1
58.595463,66.776764,93.768936,ICSE,76.04276,2,FIITJEE,Very Low,Low,PG,Urban,High,No,No,1
79.38004,59.29802,88.36703,ICSE,83.203575,1,Local,Low,Low,PG,Rural,High,No,No,1
93.84092,41.06799,73.442116,CBSE,78.06132,1,FIITJEE,Low,Low,PG,Rural,High,No,No,1
77.92809,62.276466,73.80519,ICSE,88.034744,1,Allen,Low,Low,HSC,Urban,High,Yes,No,1
72.83768,80.36959,68.18734,ICSE,81.74736,2,Allen,Low,Low,Graduate,Semi-Urban,Medium,No,No,1
76.887474,70.42558,95.0053,CBSE,65.90514,2,Self Study,Low,Low,HSC,Rural,Medium,No,No,1
96.6703,52.86752,56.07181,ICSE,86.7572,1,FIITJEE,Very Low,Low,Graduate,Semi-Urban,High,No,No,1
72.16586,79.44345,85.41369,CBSE,57.097595,2,Allen,Medium,Low,Graduate,Rural,Medium,No,No,1
79.772964,67.37551,71.2442,CBSE,87.48121,1,FIITJEE,Low,Low,PG,Rural,High,Yes,No,1
75.32055,53.141853,72.96753,CBSE,77.81223,1,Allen,Medium,Low,PG,Semi-Urban,Low,No,No,1
52.99245,53.433353,71.780495,CBSE,97.626045,1,Local,High,Low,SSLC,Rural,Low,No,No,1
63.974648,59.241962,66.93962,CBSE,63.063763,1,FIITJEE,Low,Low,PG,Semi-Urban,Low,Yes,No,1
71.22,63.51828,58.38946,ICSE,72.043564,1,FIITJEE,Low,Low,Graduate,Semi-Urban,Low,No,No,1
75.03816,92.80332,59.77789,ICSE,75.35006,1,Allen,Medium,Low,Graduate,Semi-Urban,High,Yes,No,1
56.58055,55.098408,66.92462,CBSE,77.60306,1,FIITJEE,Very Low,Low,HSC,Semi-Urban,High,No,No,1
72.44344,75.394646,60.36828,CBSE,76.23391,2,Local,Medium,Low,Graduate,Urban,Low,Yes,No,1
73.26521,63.3025,64.61071,ICSE,81.38908,1,Allen,Low,High,HSC,Rural,High,No,No,1
57.21262,78.89907,67.67112,CBSE,66.110695,1,Local,Medium,Low,Graduate,Semi-Urban,High,No,No,1
67.95253,54.914364,65.174515,CBSE,61.240967,1,Local,Low,Low,PG,Urban,Low,No,No,1
86.38146,87.55654,81.41572,CBSE,94.16452,1,Local,Low,Low,Graduate,Semi-Urban,High,Yes,No,1
89.79044,65.126396,87.30311,CBSE,77.907616,1,Local,High,Low,HSC,Semi-Urban,High,No,No,1
52.66279,77.641975,68.79301,ICSE,68.78221,2,FIITJEE,Very Low,Low,HSC,Semi-Urban,High,No,No,1
84.61011,51.816483,85.96317,CBSE,72.531006,1,Allen,Medium,Low,PG,Rural,Low,No,No,1
86.391685,53.05321,72.299225,ICSE,95.334595,1,FIITJEE,Medium,Low,HSC,Rural,High,No,No,1
97.372955,58.107323,74.40457,ICSE,83.71562,1,Self Study,Low,Low,SSLC,Rural,High,No,No,1
82.63871,62.27209,69.086235,ICSE,68.22231,1,Allen,Medium,Low,PG,Semi-Urban,High,No,No,1
65.80838,65.19885,56.581078,State,68.406364,2,FIITJEE,Very Low,Low,PG,Rural,High,No,No,1
63.81952,45.938137,79.0326,CBSE,66.483765,1,FIITJEE,Low,Low,Graduate,Semi-Urban,Medium,No,No,1
79.52118,84.17268,86.351616,State,62.020718,2,Allen,Medium,Low,HSC,Rural,High,No,No,1
46.931488,58.098278,77.72775,CBSE,71.15029,1,FIITJEE,Low,Low,HSC,Semi-Urban,High,No,No,1
61.78613,62.575806,66.31646,ICSE,81.43742,2,Local,Medium,Low,Graduate,Semi-Urban,High,No,No,1
45.832985,54.78706,57.84251,CBSE,67.94325,2,Allen,Low,Low,Graduate,Rural,Low,No,No,1
69.453285,59.979393,74.381905,CBSE,85.8162,1,Local,Low,Low,HSC,Urban,High,Yes,No,1
79.18724,81.713486,57.56055,ICSE,69.18752,1,Local,High,Low,HSC,Rural,Low,No,No,1
73.4419,43.975163,60.69258,State,71.42104,1,FIITJEE,Very Low,High,PG,Semi-Urban,High,Yes,No,1
63.02372,45.473457,88.151474,CBSE,65.89642,2,FIITJEE,Low,Low,SSLC,Rural,High,No,No,1
79.58055,67.09758,74.429375,CBSE,72.48277,1,Allen,Very Low,Low,Graduate,Semi-Urban,High,No,No,1
65.77772,55.493317,68.55939,CBSE,62.84141,1,Local,Low,Low,HSC,Semi-Urban,Low,No,No,1
64.18026,60.08822,74.89782,CBSE,69.52334,1,Local,High,Low,PG,Rural,Low,No,No,1
72.75113,38.536335,73.818855,CBSE,84.49143,1,Local,Medium,Low,Graduate,Rural,Medium,No,No,1
72.70591,71.905266,71.800674,State,69.73465,1,Local,Low,High,Graduate,Semi-Urban,High,No,No,1
56.315083,42.631996,66.339516,CBSE,91.72061,1,Local,Medium,Low,HSC,Semi-Urban,High,No,No,1
58.54711,88.336494,67.28159,State,70.34465,1,Allen,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
72.53673,88.0251,68.93796,CBSE,64.837944,1,FIITJEE,Low,High,Graduate,Semi-Urban,Low,No,No,1
70.933846,74.019226,76.86051,CBSE,68.16621,1,Local,Low,Low,PG,Semi-Urban,High,No,No,1
80.29931,62.869156,50.804626,CBSE,87.0271,1,FIITJEE,Low,Low,Graduate,Rural,Medium,No,No,1
53.48447,80.74558,69.17496,CBSE,68.837265,1,Local,Low,Low,Graduate,Semi-Urban,High,No,No,1
68.85254,84.3587,67.12643,ICSE,68.62186,1,Local,High,Low,SSLC,Semi-Urban,Low,No,No,1
84.96695,59.692165,59.06074,ICSE,82.61859,2,Local,Low,Low,PG,Rural,High,Yes,No,1
79.43897,49.209656,74.668274,ICSE,72.04976,2,FIITJEE,Medium,Low,HSC,Rural,High,Yes,No,1
60.49176,68.72106,72.96593,CBSE,69.142944,2,FIITJEE,High,Low,HSC,Semi-Urban,Low,Yes,No,1
68.69897,52.304432,69.46892,CBSE,56.53526,1,Allen,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
64.00927,60.86339,55.144848,CBSE,79.29811,1,Local,Low,Low,HSC,Urban,High,No,No,1
91.51655,22.635464,68.355255,ICSE,81.18629,1,Local,Medium,Low,HSC,Semi-Urban,High,Yes,No,1
99.57654,49.517834,60.015015,ICSE,93.999855,2,Local,Low,High,HSC,Rural,High,No,No,1
72.72995,68.92529,57.344135,CBSE,81.32571,2,FIITJEE,Very Low,High,PG,Semi-Urban,High,Yes,No,1
77.50122,80.377495,92.44144,CBSE,74.88943,1,FIITJEE,Medium,Low,Graduate,Semi-Urban,Low,Yes,No,1
79.38651,65.75118,69.550316,CBSE,89.34084,1,Local,High,Low,PG,Rural,High,Yes,No,1
52.306526,41.412724,62.79983,State,79.63996,1,Local,Medium,Low,PG,Semi-Urban,Low,No,No,1
72.91924,62.88733,84.12835,ICSE,63.021343,1,Self Study,High,Low,PG,Rural,Low,No,No,1
58.909546,88.95004,67.200325,State,70.18863,1,Allen,Medium,Low,Graduate,Semi-Urban,Low,No,No,1
79.0905,57.92424,69.6231,CBSE,80.737175,1,Local,Low,Low,HSC,Semi-Urban,Low,No,No,1
61.36629,95.23481,60.762455,ICSE,65.23791,1,Local,Low,Low,Graduate,Rural,Low,No,No,1
80.09674,57.75239,48.432198,CBSE,63.48249,2,FIITJEE,High,Low,HSC,Semi-Urban,Medium,No,No,1
69.2887,65.17054,72.774185,ICSE,82.45272,2,FIITJEE,Low,Low,PG,Rural,High,No,No,1
93.35626,57.793476,74.70946,ICSE,84.257965,1,Local,Very Low,Low,PG,Semi-Urban,Low,No,No,1
63.705177,61.232624,55.637913,CBSE,92.750626,1,FIITJEE,Low,High,Graduate,Semi-Urban,High,No,No,1
60.654606,99.03049,78.48038,ICSE,78.80367,1,Local,Very Low,High,PG,Semi-Urban,High,No,No,1
67.8142,67.78299,60.02872,State,67.603134,1,FIITJEE,Low,Low,Graduate,Urban,Low,No,No,1
57.387135,85.292496,65.04708,CBSE,74.27645,1,Local,Medium,Low,HSC,Semi-Urban,Medium,No,No,1
94.00345,54.158276,69.57045,CBSE,79.22503,1,Allen,High,Low,HSC,Semi-Urban,Low,No,No,1
95.33038,62.284462,63.04289,ICSE,67.7564,1,Allen,Low,Low,PG,Urban,High,No,No,1
95.40427,66.65539,68.416565,CBSE,71.47692,1,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
74.52838,72.4105,73.93718,ICSE,69.542336,1,Local,Medium,Low,Graduate,Semi-Urban,High,No,No,1
53.871895,67.28833,60.35093,CBSE,65.75534,1,Allen,Very High,Low,HSC,Semi-Urban,High,No,No,1
64.29595,46.47778,72.7847,State,87.21738,1,Allen,Medium,Low,HSC,Semi-Urban,Low,No,No,1
80.83324,65.698456,81.29602,CBSE,78.02982,1,Local,High,Low,HSC,Semi-Urban,High,No,No,1
74.66851,99.21927,76.701225,ICSE,75.08626,1,FIITJEE,Medium,Low,PG,Semi-Urban,High,No,No,1
69.32282,36.710167,74.739044,State,66.85776,2,Self Study,Low,Low,SSLC,Semi-Urban,Medium,No,No,1
65.624275,75.92693,74.48987,State,67.55041,1,Allen,Medium,Low,PG,Semi-Urban,Medium,No,No,1
81.20205,43.593815,63.768223,ICSE,79.73421,2,Allen,Medium,Low,HSC,Rural,High,No,No,1
79.7736,58.669006,65.746025,ICSE,70.33144,1,Allen,Low,Low,PG,Semi-Urban,Low,No,No,1
49.286655,73.882935,73.28891,ICSE,67.53719,1,FIITJEE,Very Low,Low,HSC,Semi-Urban,Low,No,No,1
72.16405,84.11579,89.48907,ICSE,71.10248,2,FIITJEE,Very Low,Low,HSC,Semi-Urban,High,No,No,1
45.910896,53.861862,58.50354,CBSE,67.31023,2,Allen,Medium,Low,Graduate,Rural,Low,No,No,1
73.73252,45.29213,86.00715,ICSE,67.21069,1,FIITJEE,Low,Low,SSLC,Semi-Urban,High,No,No,1
34.867413,55.697834,79.695015,State,81.787186,1,Local,High,Low,HSC,Rural,High,No,No,1
87.479294,55.780766,68.63183,State,85.06404,2,Local,Medium,Low,PG,Rural,Low,No,No,1
99.37788,55.24724,69.75205,ICSE,65.23523,1,Local,Very Low,Low,HSC,Urban,High,No,No,1
80.006874,59.975292,60.153576,CBSE,68.49134,1,FIITJEE,Medium,Low,SSLC,Urban,Low,No,No,1
58.590763,66.63343,71.34795,CBSE,68.581604,1,FIITJEE,Medium,Low,HSC,Rural,Low,No,No,1
61.470158,46.755623,70.72216,ICSE,94.80131,1,Allen,High,Low,HSC,Rural,Medium,No,No,1
95.35484,69.06911,71.307755,CBSE,74.22622,1,Local,Very Low,Low,PG,Semi-Urban,High,No,No,1
79.09221,63.81671,79.00298,CBSE,81.50593,1,Self Study,Medium,High,HSC,Semi-Urban,High,No,No,1
83.92825,47.62692,68.25336,ICSE,83.38795,2,FIITJEE,Very High,Low,PG,Semi-Urban,High,No,No,1
63.959503,55.74335,70.95288,CBSE,62.768135,1,Local,Very Low,Low,HSC,Semi-Urban,Low,No,No,1
65.713394,38.838863,78.52802,State,66.07501,1,Self Study,Very Low,Low,PG,Rural,Medium,No,No,1
55.77288,66.6787,65.509415,ICSE,70.30686,1,FIITJEE,Low,Low,PG,Rural,High,No,No,1
72.656525,100.0,56.426373,ICSE,76.0778,2,Allen,Low,Low,Graduate,Rural,High,No,No,1
64.08076,99.55993,78.30845,CBSE,78.926384,1,Local,Very Low,High,PG,Urban,High,No,No,1
64.17999,59.683945,67.158226,CBSE,63.462513,1,FIITJEE,Low,High,HSC,Semi-Urban,Low,No,No,1
80.40961,80.50378,94.03723,CBSE,84.380005,1,FIITJEE,Very High,Low,SSLC,Rural,High,No,No,1
78.17856,60.428104,60.088036,CBSE,67.722305,1,FIITJEE,Medium,Low,PG,Semi-Urban,Low,No,No,1
48.498722,57.606617,55.9631,CBSE,70.486145,2,FIITJEE,Low,Low,Graduate,Rural,Low,No,No,1
84.80824,82.31568,61.80027,State,64.53057,2,FIITJEE,Medium,Low,HSC,Semi-Urban,High,No,No,1
57.951767,86.22497,68.25152,ICSE,70.009674,1,Allen,Medium,Low,HSC,Semi-Urban,Low,No,No,1
91.81036,51.941883,70.053,ICSE,81.871864,1,Local,Medium,Low,PG,Rural,High,No,No,1
50.649853,89.92871,63.62565,CBSE,65.70492,1,FIITJEE,Low,High,Graduate,Semi-Urban,High,Yes,No,1
83.606705,63.78243,56.470325,CBSE,74.743416,2,Local,Very Low,Low,HSC,Semi-Urban,High,No,No,1
76.61072,72.11305,72.50431,CBSE,78.841606,1,Allen,Medium,Low,Graduate,Rural,Low,No,No,1
94.57507,57.72399,92.13008,ICSE,63.51509,2,Local,Medium,Low,PG,Urban,High,Yes,No,1
37.030823,36.453045,60.30832,CBSE,75.342995,2,Local,Very Low,Low,Graduate,Semi-Urban,High,Yes,No,1
77.581474,84.07635,60.790836,ICSE,82.69355,1,Allen,Medium,Low,HSC,Semi-Urban,High,Yes,No,1
73.812004,99.85273,60.004005,ICSE,72.90421,1,Allen,High,Low,Graduate,Rural,Low,No,No,1
82.7872,87.19937,88.87549,ICSE,94.92211,1,FIITJEE,High,Low,PG,Semi-Urban,High,No,No,1
58.56523,41.044758,82.398445,CBSE,57.624367,1,FIITJEE,Very Low,High,SSLC,Rural,High,Yes,No,1
98.4731,48.994587,56.152363,CBSE,90.93882,1,FIITJEE,Very Low,High,PG,Rural,High,No,No,1
69.783676,68.74288,56.14635,State,71.32173,2,FIITJEE,Low,Low,Graduate,Rural,Medium,Yes,No,1
79.44576,84.64735,63.563843,CBSE,59.930397,2,Allen,Very Low,Low,HSC,Rural,High,No,No,1
63.079712,83.32388,64.23542,State,88.557976,1,Self Study,Very Low,High,Graduate,Rural,High,Yes,No,1
92.27129,44.473156,65.41093,ICSE,74.2469,1,Local,Medium,Low,HSC,Semi-Urban,High,No,No,1
70.47953,78.48097,65.83303,CBSE,79.050476,2,FIITJEE,Low,Low,PG,Semi-Urban,Medium,No,No,1
